Place,Latitude,Longitude,Weight,Team,Content,Comments,Related,Type,Negative,Postive,Neutral,Topographical features,Topographical features (general)
India,28.613333,77.208333,5,Neutral,"""So thick the aerie crowd 
Swarmed and were straitened; till the signal given. 
Behold a wonder! they but now who seemed 
In bigness to surpass Earth’s giant sons 
Now less then smallest dwarfs, in narrow room 
Throng numberless, like that Pigmean race 
Beyond the Indian mount, or fairy elves, 
Whose midnight revels, by a forest side 
Or fountain some belated peasant sees, 
Or dreams he sees, while overhead the moon 
Sits arbitress, and nearer to the Earth 
Wheels her pale course, they on their mirth and dance 
Intent, with jocund music charm his ear; 
At once with joy and fear his heart rebounds."" (1.775-788) [neutral] / ""Bestirs her then, and from each tender stalk 
Whatever Earth, all-bearing mother, yields 
In India East or West, or middle shore 
In Pontus or the Punick coast, or where 
Alcinous reigned, fruit of all kinds, in coat 
Rough, or smooth rind, or bearded husk, or shell, 
She [Eve] gathers, tribute large, and on the board 
Heaps with unsparing hand"" (4.337-344) [postive] / ""Here walked the Fiend at large in spacious field. 
As when a vulture on Imaus bred, 
Whose snowy ridge the roving Tartar bounds, 
Dislodging from a region scarce of prey 
To gorge the flesh of lambs or yeanling kids, 
On hills where flocks are fed, flies toward the springs 
Of Ganges or Hydaspes, Indian streams; 
But in his way lights on the barren plains 
Of Sericana, where Chineses drive 
With sails and wind their cany wagons light: 
So, on this windy sea of land, the Fiend 
Walked up and down alone, bent on his prey"" (3.430-441) [neutral] / ""So counseled he [Adam], and both [with Eve] together went 
Into the thickest wood; there soon they chose 
The fig-tree; not that kind for fruit renowned, 
But such as at this day, to Indians known, 
In Malabar or Decan spreads her arms 
Branching so broad and long, that in the ground 
The bended twigs take root, and daughters grow 
About the mother tree, a pillared shade 
High over-arched, and echoing walks between: 
There oft the Indian herdsman, shunning heat, 
Shelters in cool, and tends his pasturing herds 
At loop-holes cut through thickest shade: Those leaves 
They gathered, broad as Amazonian targe; 
And, with what skill they had, together sewed, 
To gird their waist; vain covering, if to hide 
Their guilt and dreaded shame."" (9.1099-1114) [neutral]","Fertile land associated with fruitfulness of Paradise. / River with a source in the Himalayas, passed by Satan en route to Eden. / Habitat of fig-tree, whose leaves Adam and Eve used to cover their nakedness after the eating the fruit.",sseven / tseven/ ftwo,,0,1,4,region,region
Tigris,38.433333,39.772778,1,Neutral,"""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",One of the great rivers of Mesopotamia,forty,,0,0,1,river,river
Pontus,40.500000,40.500000,1,Positive,"""Bestirs her then, and from each tender stalk 
Whatever Earth, all-bearing mother, yields 
In India East or West, or middle shore 
In Pontus or the Punick coast, or where 
Alcinous reigned, fruit of all kinds, in coat 
Rough, or smooth rind, or bearded husk, or shell, 
She [Eve] gathers, tribute large, and on the board 
Heaps with unsparing hand"" (4.337-344) [postive] / ""There was a place, 
Now not, though sin, not time, first wrought the change, 
Where Tigris, at the foot of Paradise, 
Into a gulf shot under ground, till part 
Rose up a fountain by the tree of life: 
In with the river sunk, and with it rose 
Satan, involved in rising mist; then sought 
Where to lie hid; sea he had searched, and land, 
From Eden over Pontus and the pool 
Maeotis, up beyond the river Ob; 
Downward as far Antarctic; and in length, 
West from Orontes to the ocean barred 
At Darien ; thence to the land where flows 
Ganges and Indus: Thus the orb he roamed 
With narrow search; and with inspection deep 
Considered every creature, which of all 
Most opportune might serve his wiles; and found 
The Serpent subtlest beast of all the field."" (9.69-86) [neutral]",The Black Sea. Fertile land associated with fruitfulness of Paradise. ,sseven / forty,,0,1,1,region,region
Punic Coast,36.858056,10.330833,1,Positive,"""Bestirs her then, and from each tender stalk 
Whatever Earth, all-bearing mother, yields 
In India East or West, or middle shore 
In Pontus or the Punick coast, or where 
Alcinous reigned, fruit of all kinds, in coat 
Rough, or smooth rind, or bearded husk, or shell, 
She [Eve] gathers, tribute large, and on the board 
Heaps with unsparing hand"" (4.337-344) [postive]","North African coast, delimiting Carthaginian empire. Fertile land associated with fruitfulness of Paradise. ",sseven,,0,0,1,region,region
Epidaurus,37.633333,23.133333,1,Neutral,"""So spake the enemy of mankind, enclosed 
In serpent, inmate bad, and toward Eve 
Addressed his way: not with indented wave, 
Prone on the ground, as since; but on his rear, 
Circular base of rising folds, that towered 
Fold above fold, a surging maze, his head 
Crested aloft, and carbuncle his eyes; 
With burnished neck of verdant gold, erect 
Amidst his circling spires, that on the grass 
Floated redundant: pleasing was his shape 
And lovely; never since of serpent-kind 
Lovelier, not those that in Illyria changed, 
Hermione and Cadmus, or the god 
In Epidaurus; nor to which transformed 
Ammonian Jove, or Capitoline, was seen; 
He with Olympias; this with her who bore 
Scipio, the heighth of Rome."" (9.494-510) [neutral]","Greek city to which a Roman embassy came seeking the aid of Aesclepius, god of healing, who was metamorphosed into a snake.",fone,,0,1,0,region,region
Rome,41.900000,12.500000,3,Negative,"""So spake the enemy of mankind, enclosed 
In serpent, inmate bad, and toward Eve 
Addressed his way: not with indented wave, 
Prone on the ground, as since; but on his rear, 
Circular base of rising folds, that towered 
Fold above fold, a surging maze, his head 
Crested aloft, and carbuncle his eyes; 
With burnished neck of verdant gold, erect 
Amidst his circling spires, that on the grass 
Floated redundant: pleasing was his shape 
And lovely; never since of serpent-kind 
Lovelier, not those that in Illyria changed, 
Hermione and Cadmus, or the god 
In Epidaurus; nor to which transformed 
Ammonian Jove, or Capitoline, was seen; 
He with Olympias; this with her who bore 
Scipio, the heighth of Rome."" (9.494-510) [neutral] / ""She scarce had said, though brief, when now more bold 
The Tempter, but with show of zeal and love 
To Man, and indignation at his wrong, 
New part puts on; and, as to passion moved, 
Fluctuates disturbed, yet comely and in act 
Raised, as of some great matter to begin. 
As when of old some orator renowned, 
In Athens or free Rome, where eloquence 
Flourished, since mute, to some great cause addressed, 
Stood in himself collected; while each part, 
Motion, each act, won audience ere the tongue; 
Sometimes in heighth began, as no delay 
Of preface brooking, through his zeal of right: 
So standing, moving, or to heighth up grown, 
The Tempter, all impassioned, thus began."" (9.664-678) [negative]/ ""To whom thus Adam gratefully replied. 
Ascend, I follow thee, safe Guide, the path 
Thou leadest me; and to the hand of Heaven submit, 
However chastening; to the evil turn 
My obvious breast; arming to overcome 
By suffering, and earn rest from labor won, 
If so I may attain. So both ascend 
In the visions of God. It was a hill, 
Of Paradise the highest; from whose top 
The hemisphere of earth, in clearest ken, 
Stretched out to the amplest reach of prospect lay. 
Not higher that hill, nor wider looking round, 
Whereon, for different cause, the Tempter set 
Our second Adam, in the wilderness; 
To show him all Earth's kingdoms, and their glory. 
His eye might there command wherever stood 
City of old or modern fame, the seat 
Of mightiest empire, from the destined walls 
Of Cambalu, seat of Cathaian Can, 
And Samarchand by Oxus, Temir's throne, 
To Paquin of Sinaean kings; and thence 
To Agra and Lahor of great Mogul, 
Down to the golden Chersonese; or where 
The Persian in Ecbatan sat, or since 
In Hispahan; or where the Russian Czar 
In Moscow; or the Sultan in Bizance, 
Turkestan-born; nor could his eye not ken 
The empire of Negus to his utmost port 
Ercoco, and the less maritime kings 
Mombaza, and Quiloa, and Melind, 
And Sofala, thought Ophir, to the realm 
Of Congo, and Angola farthest south; 
Or thence from Niger flood to Atlas mount 
The kingdoms of Almansor, Fez and Sus, 
Morocco, and Algiers, and Tremisen; 
On Europe thence, and where Rome was to sway 
The world: in spirit perhaps he also saw 
Rich Mexico, the seat of Montezuma, 
And Cusco in Peru, the richer seat 
Of Atabalipa; and yet unspoiled 
Guiana, whose great city Geryon's sons 
Call El Dorado."" (11.370-411) [negative]","Capital of Roman Empire, metropolis of Scipio. / Center of classical rhetorical culture (here subject to implicit opprobrium). / Center of future empire revealed to Adam.",fone/ mint/ seventy,,2,0,1,region,region
Dothan,32.143060,35.260620,1,Neutral,"""Nor that, which on the flaming mount appeared 
In Dothan, covered with a camp of fire, 
Against the Syrian king, who to surprise 
One man, assassin-like, had levied war, 
War unproclaimed."" (11.216-220) [negative]",City whose siege by Syrian king occasioned the prophet Elisha's vision of an angelic army (2 Kings 6).,fnine,B,0,0,1,region,region
Ur,30.962500,46.103056,1,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [positive]","Ancient Babylonian city. Abraham travelled from his home in Ur to Canaan, the Promised Land.",phtwo,B,0,1,0,region,region
Haran,36.877500,39.033889,1,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [neutral]","City on the border of Canaan. Abraham travelled from his home in Ur to Canaan, the Promised Land.",phtwo,B,0,1,0,region,region
Sechem,32.203056,35.311111,1,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [neutral]","Commercial center of Canaan; site of Joshua's covenant with Israel. Abraham travelled from his home in Ur to Canaan, the Promised Land.",phtwo,B,0,1,0,region,region
Hamath,35.133333,36.750000,1,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [neutral]",City marking the northern limit of the Holy Land.,phtwo,B,0,1,0,region,region
Hermon,33.416111,35.857500,2,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [neutral]",High mountain marking boundary between Syria and Lebanon.,phtwo,B,0,2,0,mountain,mountain
Mount Carmel,32.730000,35.050000,1,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [neutral]",Mountain in Palestine.,phtwo,B,0,1,0,mountain,mountian
Jordan,31.950000,35.933333,1,Positive,"""Yet him God the Most High vouchsafes 
To call by vision, from his father's house, 
His kindred, and false Gods, into a land 
Which he will show him; and from him will raise 
A mighty nation; and upon him shower 
His benediction so, that in his seed 
All nations shall be blest: he straight obeys; 
Not knowing to what land, yet firm believes: 
I see him, but thou canst not, with what faith 
He leaves his Gods, his friends, and native soil, 
Ur of Chaldaea, passing now the ford 
To Haran; after him a cumbrous train 
Of herds and flocks, and numerous servitude; 
Not wandering poor, but trusting all his wealth 
With God, who called him, in a land unknown. 
Canaan he now attains; I see his tents 
Pitched about Sechem, and the neighboring plain 
Of Moreh; there by promise he receives 
Gift to his progeny of all that land, 
From Hameth northward to the Desert south; 
(Things by their names I call, though yet unnamed;) 
From Hermon east to the great western Sea; 
Mount Hermon, yonder sea; each place behold 
In prospect, as I point them; on the shore 
Mount Carmel; here, the double-founted stream, 
Jordan, true limit eastward; but his sons 
Shall dwell to Senir, that long ridge of hills. 
This ponder, that all nations of the earth 
Shall in his seed be blessed"" (12.120-148) [neutral]","River of the Holy Land, defining its eastward limit.",phtwo,B,0,1,0,river,river
Gibeon,31.847451,35.183351,1,Positive,"""The rest 
Were long to tell; how many battles fought 
How many kings destroyed; and kingdoms won; 
Or how the sun shall in mid Heaven stand still 
A day entire, and night's due course adjourn, 
Man's voice commanding, 'Sun, in Gibeon stand, 
'And thou moon in the vale of Aialon, 
'Till Israel overcome, so call the third 
From Abraham, son of Isaac; and from him 
His whole descent, who thus shall Canaan win."" (12.260-269) [neutral]",Site of Joshua's rout of Amorite kings; invoked in his speech arresting the motion of sun and moon (Josh. 10).,phthree,B,0,1,0,region,region
Aialon,31.867500,34.959444,1,Positive,"""The rest 
Were long to tell; how many battles fought 
How many kings destroyed; and kingdoms won; 
Or how the sun shall in mid Heaven stand still 
A day entire, and night's due course adjourn, 
Man's voice commanding, 'Sun, in Gibeon stand, 
'And thou moon in the vale of Aialon, 
'Till Israel overcome, so call the third 
From Abraham, son of Isaac; and from him 
His whole descent, who thus shall Canaan win."" (12.260-269) [neutral]",Valley invoked in Joshua's speech arresting the motion of sun and moon (Josh. 10).,phthree,B,0,1,0,valley,valley
Athens,37.983972,23.727806,1,Negative,"""She scarce had said, though brief, when now more bold 

The Tempter, but with show of zeal and love 

To Man, and indignation at his wrong, 

New part puts on; and, as to passion moved, 

Fluctuates disturbed, yet comely and in act 

Raised, as of some great matter to begin. 

As when of old some orator renowned, 

In Athens or free Rome, where eloquence 

Flourished, since mute, to some great cause addressed, 

Stood in himself collected; while each part, 

Motion, each act, won audience ere the tongue; 

Sometimes in heighth began, as no delay 

Of preface brooking, through his zeal of right: 

So standing, moving, or to heighth up grown, 

The Tempter, all impassioned, thus began."" (9.664-678) [negative]",Center of classical rhetorical culture (here subject to implicit opprobrium).,mint,,1,0,0,region,region
Palestine,31.900000,35.200000,2,Negative,"""Oh how unlike the place from whence they [angels] fell! 
There the companions of his fall, overwhelmed 
With floods and whirlwinds of tempestuous fire, 
He soon discerns, and weltering by his side 
One next himself in power, and next in crime, 
Long after known in Palestine, and named 
Beelzebub."" (1.75-81) [negative] / ""Next came one 
Who mourned in earnest, when the captive Ark 
Maimed his brute image, head and hands lopped off 
In his own temple, on the grunsel edge, 
Where he fell flat, and shamed his worshipers: 
Dagon his name, sea monster, upward man 
And downward fish: yet had his temple high 
Reared in Azotus, dreaded through the coast 
Of Palestine, in Gath and Ascalon 
And Accaron and Gaza's frontier bounds."" (1.457-466) [neutral]","Biblical Holy Land and Roman Province. Associated with pagan worship, as of Dagon.",two/ fourteen,,1,0,1,region,region
Fesole,43.807222,11.291944,1,Neutral,"""He [Beelzebub] scarce had ceased when the superior Fiend 
Was moving toward the shore; his ponderous shield 
Ethereal temper, massy, large and round, 
Behind him cast; the broad circumference 
Hung on his shoulders like the moon, whose orb 
Through optic glass the Tuscan artist views 
At evening from the top of Fesole, 
Or in Valdarno, to descry new lands, 
Rivers or mountains in her spotty globe."" (1.283-291) [neutral]","Site of Galileo's lunar observations, evoked in connection with simile describing Satan's shield.",five,S,0,1,0,region,region
Valdarno,43.566667,11.533333,1,Neutral,"""He scarce had ceased when the superior Fiend 
Was moving toward the shore; his ponderous shield 
Ethereal temper, massy, large and round, 
Behind him cast; the broad circumference 
Hung on his shoulders like the moon, whose orb 
Through optic glass the Tuscan artist views 
At evening from the top of Fesole, 
Or in Valdarno, to descry new lands, 
Rivers or mountains in her spotty globe."" (1.283-291) [neutral]","Site of Galileo's lunar observations, evoked in connection with simile describing Satan's shield.",five,S,,,,region,region
Gibraltar,36.143000,-5.353000,1,Negative,"""Waved round the coast, up called a pitchy cloud
Of locusts, warping on the eastern wind,
That ore the realm of impious Pharaoh hung
""Like night, and darkened all the land of Nile:
So numberless were those bad angels seen
Hovering on wing under the cope of Hell
edwixt upper, nether, and surrounding fires;
Till, as a signal given, the uplifted spear
Of their great sultan waving to direct
Their course, in even balance down they light
On the firm brimstone, and fill all the plain;
A multitude, like which the populous north
Poured never from her frozen loins, to pass
Rhene or the Danaw, when her barbarous sons
Came like a deluge on the south, and spread
Beneath Gibraltar to the Libyan sands."" (1.340-355) [negative]","Southern tip of the Iberian peninsula, invoked in simile comparing fallen angels to tribes (Goths, Huns, Vandals) that attacked the Roman Empire from the third to fifth centuries, which they uncountably outnumber.",ten,,1,0,0,region,region
Libya,27.000000,17.000000,3,Neutral,"""Waved round the coast, up called a pitchy cloud
Of locusts, warping on the eastern wind,
That ore the realm of impious Pharaoh hung
""Like night, and darkened all the land of Nile:
So numberless were those bad angels seen
Hovering on wing under the cope of Hell
edwixt upper, nether, and surrounding fires;
Till, as a signal given, the uplifted spear
Of their great sultan waving to direct
Their course, in even balance down they light
On the firm brimstone, and fill all the plain;
A multitude, like which the populous north
Poured never from her frozen loins, to pass
Rhene or the Danaw, when her barbarous sons
Came like a deluge on the south, and spread
Beneath Gibraltar to the Libyan sands."" (1.340-355) [negative]/ ""nor that Nyseian isle 
Girt with the river Triton, where old Cham, 
Whom Gentiles Ammon call and Libyan Jove, 
Hid Amalthea, and her florid son 
Young Bacchus, from his stepdame Rhea's eye"" (4.273-277) [neutral]/ ""High in front advanced, 
The brandished sword of God before them blazed, 
Fierce as a comet; which with torrid heat, 
And vapor as the Libyan air adust, 
Began to parch that temperate clime; whereat 
In either hand the hastening angel caught 
Our lingering parents, and to the eastern gate 
Led them direct, and down the cliff as fast 
To the subjected plain; then disappeared."" (12.632-640) [neutral]","North African kingdom, invoked in simile comparing fallen angels to tribes (Goths, Huns, Vandals) that attacked the Roman Empire from the third to fifth centuries, which they uncountably outnumber.",ten,,1,0,2,region,region
Lebanon,33.900000,35.533333,1,Neutral,"""Thammuz came next behind,
Whose annual wound in Lebanon allured
The Syrian damsels to lament his fate
In amorous ditties all a summer’s day,
While smooth Adonis from his native rock
Ran purple to the sea, supposed with blood
Of Thammuz yearly wounded: the love-tale
Infected Sion’s daughters with like heat,
Whose wanton passions in the sacred porch
Ezekiel saw, when by the vision led
His eye surveyed the dark idolatries
Of alienated Judah."" (1.446-457) [negative]","Associated with wordship of Thammuz, the Phoenician original of Adonis, whose death signified the change of season and for whom is named a river (in modern Lebanon) that turns red after the summer solace (supposedly with the blood of Adonis's wound).",twelve,,1,0,0,,
Ausonian Land,41.350000,13.750000,1,Negative,"""Nor was his name unheard or unadored 
In ancient Greece; and in Ausonian land 
Men called him Mulciber; and how he fell 
From Heaven, they fabled, thrown by angry Jove 
Sheer over the crystal battlements: from morn 
To noon he fell, from noon to dewy eve, 
A summer’s day; and with the setting sun 
Dropt from the zenith like a falling star, 
On Lemnos the Aegean isle: thus they relate, 
Erring"" (1.738-747) [neutral]","Italy, where artificer god is called ""Mulciber"".",eighteen,,1,0,0,region,region
Lemnos,39.916667,25.250000,1,Neutral,"""In Heaven by many a towered structure high, 
Where sceptered angels held their residence, 
And sat as princes, whom the supreme King 
Exalted to such power, and gave to rule, 
Each in his hierarchy, the orders bright. 
Nor was his name unheard or unadored 
In ancient Greece; and in Ausonian land 
Men called him Mulciber; and how he fell 
From Heaven, they fabled, thrown by angry Jove 
Sheer over the crystal battlements: from morn 
To noon he fell, from noon to dewy eve, 
A summer’s day; and with the setting sun 
Dropt from the zenith like a falling star, 
On Lemnos the Aegean isle: thus they relate, 
Erring; for he with this rebellious rout 
Fell long before; nor aught availed him now 
To have built in Heaven high towers; nor did he escape 
By all his engines, but was headlong sent 
With his industrious crew to build in hell."" (1.722-751) [negative]",Greek island where fallen Mulciber landed.,eighteen,,1,0,0,island,island
Hydaspes,31.200000,72.133333,1,Neutral,"""Here walked the Fiend at large in spacious field. 
As when a vulture on Imaus bred, 
Whose snowy ridge the roving Tartar bounds, 
Dislodging from a region scarce of prey 
To gorge the flesh of lambs or yeanling kids, 
On hills where flocks are fed, flies toward the springs 
Of Ganges or Hydaspes, Indian streams; 
But in his way lights on the barren plains 
Of Sericana, where Chineses drive 
With sails and wind their cany wagons light: 
So, on this windy sea of land, the Fiend 
Walked up and down alone, bent on his prey"" (3.430-441) [neutral]","River with a source in the Himalayas: ""the Chelum or Jhelum River in the Punjab, Eastern limit of Alexander's conquests"" (Fowlere); passed by Satan en route to Eden.",tseven,,0,0,1,river,river
Sericana,35.000000,103.000000,1,Neutral,"""Here walked the Fiend at large in spacious field. 
As when a vulture on Imaus bred, 
Whose snowy ridge the roving Tartar bounds, 
Dislodging from a region scarce of prey 
To gorge the flesh of lambs or yeanling kids, 
On hills where flocks are fed, flies toward the springs 
Of Ganges or Hydaspes, Indian streams; 
But in his way lights on the barren plains 
Of Sericana, where Chineses drive 
With sails and wind their cany wagons light: 
So, on this windy sea of land, the Fiend 
Walked up and down alone, bent on his prey"" (3.430-441) [neutral]",China; passed by Satan en route to Eden.,tseven,,0,0,1,region,region
Cape of Hope,-34.358056,18.471944,1,Positive,"""Now gentle gales, 
Fanning their odoriferous wings, dispense 
Native perfumes, and whisper whence they stole 
Those balmy spoils. As when to them who fail 
Beyond the Cape of Hope, and now are past 
Mozambique, off at sea north-east winds blow 
Sabean odors from the spicy shore 
Of Araby the blest; with such delay 
Well pleased they slack their course, and many a league 
Cheered with the grateful smell old Ocean smiles"" (4.154-163) [positive]","The southern tip of the African continent, here connected to the spice trade in the context of the perfumes of Paradise.",sone,,0,1,0,region,region
Mozambique,-25.950000,32.583333,1,Postive,"""Now gentle gales, 
Fanning their odoriferous wings, dispense 
Native perfumes, and whisper whence they stole 
Those balmy spoils. As when to them who fail 
Beyond the Cape of Hope, and now are past 
Mozambique, off at sea north-east winds blow 
Sabean odors from the spicy shore 
Of Araby the blest; with such delay 
Well pleased they slack their course, and many a league 
Cheered with the grateful smell old Ocean smiles"" (4.154-163) [neutral]","African island, here connected to the spice trade in the context of the perfumes of Paradise.",sone,,0,1,0,region,region
Araby the Blest,15.000000,48.000000,1,Postive,"""Now gentle gales, 
Fanning their odoriferous wings, dispense 
Native perfumes, and whisper whence they stole 
Those balmy spoils. As when to them who fail 
Beyond the Cape of Hope, and now are past 
Mozambique, off at sea north-east winds blow 
Sabean odors from the spicy shore 
Of Araby the blest; with such delay 
Well pleased they slack their course, and many a league 
Cheered with the grateful smell old Ocean smiles"" (4.154-163) [neutral]","""Arabia Felix,"" here connected to the spice trade in the context of the perfumes of Paradise.",sone,,0,1,0,region,region
Cyclades,37.000000,25.166667,1,Neutral,"""As when by night the glass 
Of Galileo, less assured, observes 
Imagined lands and regions in the moon: 
Or pilot, from amidst the Cyclades 
Delos or Samos first appearing, kens 
A cloudy spot. Down thither prone in flight 
He [Raphael] speeds, and through the vast ethereal sky 
Sails between worlds and worlds, with steady wing 
Now on the polar winds, then with quick fan 
Winnows the buxom air; till, within soar 
Of towering eagles, to all the fowls he seems 
A phoenix, gazed by all as that sole bird, 
When, to enshrine his relics in the sun's 
Bright temple, to Egyptian Thebes he flies."" (5.261-274) [neutral]",Archipelago of 220 Greek islands. ,sfive,S,,,,,
